M,K,time,A,B
2048,2048,184.366333,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,179.245900,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,184.875793,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,184.411021,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,179.317339,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,178.650264,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,180.541387,./dataset/2048_2048_90.tns,./dataset/2048_2048_90.tns
2048,2048,67.588140,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,66.548568,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,67.915107,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,72.346162,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,65.927885,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,67.868095,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,67.129518,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,67.343942,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,67.118471,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
2048,2048,67.174678,./dataset/2048_2048_40.tns,./dataset/2048_2048_40.tns
512,512,4.248741,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.028560,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,17.064783,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.356398,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.291968,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.199986,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.064355,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,14.725574,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.478157,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,4.684087,./dataset/512_512_40.tns,./dataset/512_512_40.tns
2048,2048,49.348825,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,44.857768,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,44.337401,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,43.902916,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,43.998785,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,44.766967,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,44.317189,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
